menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
1,1,1961,1961,0.65,0.65
3,3,1916,1917,0.85,0.85
1,1,1977,1977,4.25,4.25
1,1,1912,1912,0.3,0.3
1,1,1949,1949,2.0,2.5
1,1,1913,1913,0.1,0.25
1,1,1947,1947,0.4,0.4
1,1,1900,1900,0.5,0.5
1,1,1917,1917,0.25,0.25
7,7,1900,1917,1.75,5.5
1,1,1967,1967,3.5,3.5
1,1,1912,1912,0.3,0.3
2,2,1900,1900,0.35,0.35
1,1,1917,1917,0.5,0.5
1,1,1900,1900,0.3,0.3
5,5,1892,1954,0.2,0.8
1,1,1917,1917,0.5,0.5
1,1,1900,1900,0.15,0.15
2,2,1900,1900,0.25,0.4
1,1,1944,1944,1.0,1.0
1,1,1957,1957,2.0,2.0
1,1,1913,1913,0.2,0.2
1,2,1914,1914,0.8,1.0
12,13,1900,1952,0.4,2.75
1,1,1939,1939,0.75,0.75
1,1,1985,1985,7.95,7.95
1,1,1987,1987,11.95,11.95
1,1,1914,1914,0.2,0.2
2,2,1915,1915,0.15,0.15
1,1,1943,1943,0.3,0.3
1,1,1997,1997,8.25,8.25
4,4,1900,1927,0.15,0.25
1,1,1917,1917,1.5,2.25
1,1,1917,1917,5.0,5.0
1,1,1900,1900,0.35,0.35
1,1,1905,1905,0.4,0.75
1,1,1913,1913,0.35,0.35
5,5,1913,1917,0.25,0.3
11,12,1907,1916,0.4,0.75
1,1,1939,1939,0.6,0.6
1,1,1989,1989,7.5,7.5
1,1,1917,1917,0.25,0.25
1,1,1892,1892,2.0,3.0
1,1,1975,1975,5.25,5.25
3,3,1913,1914,0.2,0.2
1,1,1917,1917,0.45,0.45
1,1,1901,1901,0.25,0.25
1,1,1957,1957,1.85,1.85
1,1,1901,1901,1.0,1.0
3,3,1941,1949,0.15,0.2
1,1,1985,1985,34.5,34.5
1,1,1900,1900,0.3,0.5
7,7,1913,1916,0.4,0.4
3,3,1917,1918,0.8,0.8
14,14,1937,1961,0.3,6.0
1,1,1944,1944,0.55,0.55
40,51,1900,1961,0.05,5.0
1,1,1900,1900,0.2,0.75
1,1,1944,1944,1.0,1.0
1,1,1900,1900,0.4,0.4
48,51,1898,1958,0.15,55.0
11,11,1900,1941,0.1,0.2
4,4,1912,1915,0.2,0.25
39,39,1896,1926,0.1,0.25
1,1,1905,1905,0.5,0.5
1,1,1900,1900,0.35,0.35
1,1,1917,1917,0.85,0.85
7,7,1912,1913,0.15,0.15
2,2,1944,1962,0.57,0.75
1,1,1866,1866,5.0,5.0
1,1,1989,1989,5.95,5.95
95,100,1900,1917,0.2,75.0
2,2,1913,1913,0.4,0.4
2,3,1901,1961,0.9,0.9
1,1,1963,1963,2.65,3.5
1,1,1900,1900,0.2,0.2
1,1,1917,1917,0.2,0.2
1,1,1955,1955,3.25,6.0
1,1,1918,1918,0.9,15.5
1,1,1918,1918,0.2,0.2
1,1,1918,1918,0.4,0.4
3,3,1917,1917,0.3,0.3
1,1,1952,1952,0.55,0.55
2,2,1913,1941,0.1,0.25
1,2,1919,1919,0.15,0.15
1,1,1975,1975,4.95,4.95
8,8,1858,1948,1.25,1.25
1,1,1913,1913,1.25,1.25
5,5,1943,1945,0.15,0.15
1,1,1913,1913,1.0,1.0
1,1,1959,1959,0.85,0.85
1,1,1917,1917,0.9,0.9
1,1,1900,1900,0.25,0.25
4,4,1906,1933,0.35,0.8
1,1,1987,1987,9.5,9.5
1,1,1950,1950,1.75,1.75
3,3,1899,1918,0.5,0.65
1,1,1901,1901,0.2,0.2
1,1,1914,1914,0.15,0.25
1,1,1914,1914,0.15,0.15
1,1,1939,1939,0.25,0.25
4,4,1896,1900,0.25,0.25
1,1,1917,1917,1.25,1.25
1,1,1970,1970,0.95,0.95
2,2,1901,1901,0.45,0.45
1,1,1943,1943,0.5,1.0
1,1,1989,1989,1.25,1.25
1,1,1966,1966,2.6,2.6
1,1,1973,1973,2.65,2.65
4,4,1900,1914,0.05,0.2
1,1,1917,1917,0.4,0.4
1,1,1919,1919,0.25,0.25
8,8,1913,1915,0.15,0.2
1,1,1917,1917,0.9,0.9
1,1,1950,1950,0.3,0.3
2,2,1959,1960,2.7,2.7
1,1,1917,1917,0.75,0.75
1,1,1893,1893,0.25,0.25
1,1,1918,1918,0.25,0.25
2,2,1913,1917,0.4,0.55
1,1,1914,1914,0.5,0.5
4,4,1914,1917,0.6,1.0
1,1,1900,1900,1.0,1.5
4,4,1900,1901,0.7,0.7
4,4,1901,1901,2.0,2.0
1,1,1951,1951,14.0,14.0
1,1,1989,1989,1.85,1.85
1,1,1959,1959,7.5,14.0
1,1,1914,1914,0.3,0.3
1,1,1979,1979,8.95,8.95
1,1,1917,1917,0.5,0.5
42,42,1900,1989,0.3,0.3
1,1,1900,1900,0.1,0.1
2,1,1959,1959,3.75,3.75
13,14,1892,1969,0.1,0.25
1,1,1940,1940,1.9,1.9
10,10,1918,2928,0.2,0.2
2,2,1915,1915,0.25,0.25
1,1,1918,1918,0.65,1.25
1,1,1950,1950,4.2,4.2
3,3,1905,1913,0.4,0.4
2,2,1958,1958,0.05,0.1
35,35,1895,1917,0.3,0.7
2,2,1914,1914,0.6,0.6
2,2,1912,1913,0.05,0.05
1,1,1913,1913,0.5,0.5
1,1,1951,1951,30.0,30.0
1,1,1967,1967,3.0,3.0
1,1,1973,1973,1.75,1.75
1,1,1913,1913,5.0,5.0
1,0,1858,1858,2.5,2.5
1,1,1959,1959,0.6,4.0
1,1,1920,1920,0.25,0.25
2,2,1941,1962,1.75,2.95
9,9,1913,1915,0.35,0.35
1,0,1950,1950,1.0,1.0
2,2,1917,1918,0.75,0.75
1,1,1918,1918,4.8,4.8
1,1,1964,1964,2.5,2.5
1,1,1949,1949,0.25,0.25
1,1,1913,1913,40.0,40.0
1,1,1865,1865,3.0,3.0
4,4,1892,1900,0.5,0.65
1,1,1915,1915,0.5,0.5
1,1,1933,1933,0.6,0.6
2,2,1910,1910,0.12,1.25
1,1,1950,1950,0.2,0.4
14,14,1917,1919,0.2,0.35
1,1,1907,1907,0.3,0.3
1,1,1917,1917,0.65,0.65
1,1,1913,1913,0.15,0.15
1,1,1906,1906,0.25,0.25
14,14,1915,1918,0.25,0.4
1,1,1941,1941,0.5,0.6
1,1,1917,1917,0.3,0.3
4,4,1918,1918,0.2,0.35
11,11,1900,1913,0.15,0.3
3,3,1959,1969,6.5,6.75
1,1,1957,1957,0.7,1.0
3,3,1906,1920,1.75,1.75
1,1,1914,1914,0.05,0.05
1,1,1918,1918,0.15,0.15
1,1,1958,1958,2.0,2.75
1,1,1913,1913,0.2,0.2
2,3,1914,1946,3.0,5.5
1,1,1889,1889,0.1,0.1
51,51,1881,1941,0.15,0.6
1,1,1946,1946,0.15,0.25
1,1,1917,1917,0.6,0.6
1,1,1984,1984,1.0,1.0
1,1,1913,1913,1.25,1.25
3,3,1914,1914,0.3,0.3
4,5,1905,1907,2.0,4.0
4,4,1918,1918,0.2,0.2
2,2,1917,1917,0.1,10.0
1,0,1957,1957,0.95,0.95
1,1,1901,1901,0.5,0.5
1,1,1961,1961,1.45,1.45
4,4,1948,1959,0.4,0.75
4,4,1917,1917,1.15,1.15
1,1,1969,1969,0.75,0.75
3,3,1939,1948,0.25,0.7
2,2,1918,1918,0.6,0.7
1,1,1981,1981,4.8,4.8
1,1,1905,1905,0.25,0.25
1,1,1901,1901,0.35,0.35
68,69,1900,1985,0.2,40.0
9,9,1914,1919,0.1,0.35
1,1,1907,1907,0.7,0.7
1,1,1914,1914,0.5,0.5
7,7,1913,1914,0.35,0.4
1,1,1900,1900,2.0,23.0
2,2,1914,1914,0.25,0.25
2,2,1900,1907,1.0,2.0
1,1,1985,1985,1.6,1.6
1,1,1959,1959,0.75,0.75
3,3,1899,1917,0.4,0.4
14,14,1892,1947,0.2,0.75
8,8,1900,1900,0.3,0.5
2,2,1967,1970,3.75,4.5
1,1,1931,1931,0.5,0.5
9,9,1906,1933,0.25,0.25
1,1,1959,1959,2.25,2.25
1,1,1901,1901,0.3,0.3
1,1,1900,1900,0.2,0.2
9,9,1900,1910,0.65,1.0
7,7,1900,1959,0.25,0.25
1,1,1900,1900,0.1,0.1
1,1,1918,1918,0.15,0.15
1,1,1900,1900,0.3,0.5
19,19,1888,1917,0.25,4.5
1,1,1917,1917,0.3,0.3
5,5,1915,1917,0.25,0.3
1,1,1917,1917,0.85,0.85
3,3,1901,1901,0.75,0.75
6,6,1912,1914,0.5,65.0
1,1,1913,1913,0.4,0.4
1,1,1907,1907,0.3,0.3
1,1,1918,1918,0.85,13.75
15,15,1915,1943,0.15,0.25
2,2,1917,1917,0.25,0.25
1,1,1918,1918,0.75,0.75
1,1,1918,1918,0.55,0.55
1,1,1963,1963,3.25,3.25
1,1,1985,1985,2.5,2.5
1,1,1915,1915,0.5,0.5
1,1,1914,1914,0.6,0.6
1,1,1916,1916,4.0,4.0
1,1,1981,1981,1.75,1.75
1,1,1914,1914,0.2,0.2
1,1,1900,1900,1.5,1.5
1,1,1917,1917,1.5,1.5
7,7,1933,1961,0.5,2.0
1,1,1900,1900,0.15,0.15
2,2,1901,1910,2.0,4.0
1,1,1901,1901,0.05,0.05
1,1,1980,1980,1.25,1.25
56,56,1895,1961,0.04,0.2
1,1,1907,1907,0.5,0.5
3,3,1892,1901,0.25,0.25
3,3,1917,1918,0.25,0.25
1,1,1917,1917,0.65,0.65
1,1,1917,1917,0.2,0.2
1,1,1993,1993,15.25,15.25
1,1,1912,1912,0.75,0.75
1,1,1914,1914,0.25,0.25
1,1,1933,1933,1.25,1.25
1,1,1989,1989,1.95,1.95
1,1,1901,1901,0.1,0.1
1,1,1918,1918,0.65,0.65
1,1,1964,1964,1.75,1.75
1,1,1917,1917,0.5,0.5
1,1,1908,1908,0.15,0.15
5,5,1917,1918,0.2,2.5
15,15,1897,1969,0.2,0.75
1,1,1950,1950,1.6,1.6
2,2,1914,1914,0.05,0.1
4,4,1900,1900,0.3,0.4
4,4,1939,1959,0.2,0.35
5,5,1918,1921,0.2,0.25
1,1,1920,1920,0.4,0.4
2,2,1953,1957,3.0,3.5
1,1,1955,1955,2.5,2.5
2,2,1914,1914,0.25,5.5
1,1,1948,1948,0.6,0.6
1,1,1917,1917,0.5,0.5
22,22,1913,1917,0.15,15.0
1,1,1961,1961,38.0,38.0
1,1,1959,1959,2.55,2.55
4,4,1969,1969,4.25,4.75
6,6,1913,1959,0.05,0.1
1,1,1953,1953,3.25,3.25
1,1,1907,1907,0.3,0.3
2,2,1981,1987,2.25,2.75
1,1,1950,1950,0.5,3.25
1,1,1913,1913,0.1,0.1
1,1,1914,1914,5.25,5.25
1,1,1907,1907,0.6,1.0
1,1,1949,1949,2.0,2.0
2,2,1906,1906,0.3,0.5
1,1,1976,1976,12.95,12.95
1,1,1975,1975,4.4,4.4
2,2,1946,1948,1.65,1.85
1,1,1913,1913,0.1,0.1
1,1,1905,1905,0.25,0.25
5,5,1918,1919,0.45,0.5
1,1,1917,1917,1.5,1.5
1,1,1943,1943,0.75,0.75
1,1,1901,1901,0.4,0.4
2,2,1917,1965,0.15,0.25
7,7,1882,1900,0.4,0.75
1,1,1904,1904,0.75,0.75
1,1,1918,1918,3.25,3.25
1,1,1917,1917,0.4,0.4
4,4,1915,1915,0.2,0.2
1,1,1900,1900,0.15,0.15
1,1,1939,1939,0.35,0.35
1,1,1905,1905,0.5,0.5
17,17,1933,1933,0.4,0.4
6,6,1914,1914,0.15,1.75
2,2,1907,1907,0.15,0.15
1,0,1857,1857,2.5,2.5
1,1,1917,1917,0.25,0.4
1,1,1941,1941,0.8,0.8
1,1,1949,1949,14.0,14.0
8,8,1900,1987,0.1,0.95
6,6,1907,1917,0.1,0.2
1,1,1901,1901,0.75,1.5
1,1,1917,1917,1.25,1.25
1,1,1918,1918,0.6,0.6
1,1,1852,1852,1.0,2.0
1,1,1943,1943,0.7,0.7
1,1,1901,1901,2.0,2.0
1,1,1917,1917,0.45,0.45
1,1,1913,1913,0.55,0.55
2,2,1901,1901,0.35,0.35
2,2,1896,1896,2.5,2.5
1,1,1906,1906,0.4,0.75
4,5,1917,1918,0.25,0.25
1,1,1917,1917,0.2,0.2
1,1,1900,1900,0.1,0.15
1,1,1913,1913,0.2,0.2
1,1,1943,1943,0.5,0.6
1,1,1917,1917,0.8,0.8
1,1,1944,1944,0.45,0.45
1,1,1939,1939,0.5,0.5
1,1,1957,1957,0.35,0.35
6,6,1893,1949,0.05,0.35
1,1,1900,1900,1.0,2.0
5,5,1913,1949,0.1,0.25
1,1,1938,1938,0.2,0.2
1,1,1913,1913,1.0,1.75
13,13,1929,1950,0.2,0.4
1,1,1955,1955,1.75,1.75
1,1,1907,1907,0.75,0.75
2,2,1914,1914,0.45,0.45
1,1,1917,1917,0.25,0.25
2,2,1914,1915,0.1,0.1
6,6,1917,1917,0.05,0.05
1,1,1912,1912,0.25,0.25
1,1,1900,1900,0.5,0.5
3,2,1856,1856,1.0,2.0
3,3,1913,1913,0.4,0.45
1,1,1958,1958,1.55,1.55
1,1,1918,1918,0.15,0.15
1,1,1894,1894,0.9,0.9
1,1,1901,1901,2.0,4.0
1,1,1975,1975,2.95,2.95
2,2,1905,1906,0.35,0.75
1,1,1914,1914,0.5,0.5
1,1,1859,1859,4.0,4.0
1,1,1918,1918,0.2,0.2
2,2,1953,1970,1.5,2.75
30,31,1887,1918,0.15,0.4
1,1,1939,1939,0.7,0.7
1,1,1900,1900,0.4,0.4
1,1,1917,1917,0.2,2.0
24,30,1900,1946,0.05,0.1
3,3,1894,1900,0.75,0.75
9,9,1939,1958,0.4,0.8
1,1,1912,1912,0.45,0.45
2,2,1914,1914,0.9,3.75
3,3,1900,1959,0.35,0.6
2,2,1914,1914,0.35,0.35
4,4,1915,1919,0.5,1.25
1,1,1900,1900,1.5,3.0
1,1,1914,1914,0.3,0.3
2,2,1914,1914,0.5,0.5
2,2,1958,1958,2.1,2.1
1,1,1914,1914,0.4,0.4
1,1,1986,1986,13.5,13.5
1,1,1959,1959,1.35,1.6
1,1,1989,1989,7.95,7.95
1,1,1900,1900,3.0,3.0
1,1,1900,1900,0.2,0.2
1,1,1944,1944,2.26,2.26
3,3,1918,1918,0.4,0.4
1,1,1945,1945,1.75,1.75
19,19,1913,1918,0.35,0.7
1,1,1918,1918,0.2,0.4
1,1,1939,1939,1.5,1.5
1,1,1905,1905,1.5,1.5
1,1,1900,1900,1.75,1.75
2,2,1900,1901,0.4,0.5
3,3,1941,1965,1.0,1.35
1,1,1998,1998,12.95,12.95
1,1,1917,1917,1.25,2.25
1,1,1913,1913,0.15,0.15
1,1,1914,1914,0.35,0.35
3,3,1896,1901,0.25,0.4
2,2,1914,1915,0.5,0.5
1,1,1901,1901,0.3,0.3
1,1,1912,1912,0.2,0.2
1,1,1937,1937,0.25,0.25
4,4,1913,1941,0.3,0.95
1,1,1987,1987,4.25,4.25
4,4,1950,1971,2.5,5.0
2,2,1918,1918,0.55,0.55
2,2,1900,1901,2.0,2.5
29,34,1912,1917,0.75,1.25
16,16,1913,1914,3.0,3.0
2,2,1933,1933,0.3,0.3
2,2,1917,1917,0.5,0.5
1,1,1900,1900,0.5,0.75
1,1,1913,1913,0.1,0.1
1,1,1916,1916,0.3,0.3
1,1,1940,1940,0.3,0.3
2,2,1941,1941,0.15,0.15
1,1,1889,1889,0.5,0.5
1,1,1944,1944,6.0,6.0
9,9,1918,1918,0.3,0.3
1,1,1941,1941,0.35,0.35
1,1,1917,1917,0.83,0.83
1,1,1900,1900,0.25,0.25
1,1,1900,1900,0.15,0.15
1,1,1901,1901,0.75,0.75
4,4,1913,1913,0.4,0.5
1,1,1913,1913,0.1,0.1
4,4,1939,1939,0.2,0.25
1,1,1901,1901,3.5,3.5
1,1,1917,1917,2.5,2.5
1,1,1913,1913,0.2,0.2
13,13,1913,1948,0.25,0.35
5,5,1892,1912,0.4,0.4
1,1,1969,1969,12.0,12.0
1,1,1912,1912,0.1,0.1
1,1,1907,1907,0.1,0.1
6,6,1914,1914,0.1,0.1
1,1,1968,1968,2.25,2.25
1,1,1916,1916,0.06,0.06
1,1,1980,1980,8.95,9.5
1,1,1900,1900,0.75,0.75
1,1,1920,1920,0.85,0.85
1,1,1907,1907,0.15,0.15
1,1,1943,1943,0.65,0.65
1,1,1917,1917,0.9,1.75
1,1,1959,1959,0.8,0.8
1,1,1900,1900,0.2,0.2
1,1,1964,1964,2.25,2.25
1,1,1905,1905,0.25,0.25
1,1,1913,1913,0.5,0.5
1,1,1967,1967,1.35,1.35
1,1,1916,1916,2.0,2.0
1,1,1906,1906,0.15,0.15
1,1,1987,1987,8.25,8.25
2,2,1945,1945,0.25,0.25
1,1,1918,1918,0.1,0.9
1,1,1900,1900,0.5,0.5
1,1,1939,1939,0.45,0.45
1,1,1900,1900,0.15,0.15
3,3,1920,1920,0.3,0.3
1,1,1918,1918,0.6,0.6
1,1,1961,1961,0.5,0.5
1,1,1907,1907,1.25,2.25
1,1,1985,1985,19.0,19.0
1,1,1948,1948,0.2,0.2
1,1,1988,1988,1.39,1.39
2,2,1899,1906,0.1,0.35
3,3,1913,1917,0.25,0.4
1,1,1954,1954,0.25,0.25
1,1,1913,1913,1.25,2.5
36,36,1901,1916,1.25,1.25
2,2,1891,1900,0.3,0.3
1,1,1955,1955,0.4,0.4
1,1,1901,1901,0.15,0.15
1,1,1966,1966,0.6,0.6
1,1,1913,1913,0.25,0.25
1,1,1915,1915,0.5,0.5
1,1,1914,1914,0.05,0.05
1,1,1918,1918,0.2,0.2
19,20,1937,1959,0.35,1.0
1,1,1912,1912,0.25,0.25
1,1,1963,1963,0.25,0.25
34,34,1887,1907,0.2,0.5
46,46,1858,1917,0.05,5.0
1,1,1917,1917,0.75,0.75
1,1,1914,1914,0.4,0.4
1,1,1914,1914,1.5,1.5
7,8,1917,1959,0.3,0.85
3,3,1900,1906,0.15,0.25
2,2,1912,1913,0.2,0.2
1,1,1987,1987,7.5,7.5
1,1,1900,1900,0.2,0.2
4,4,1914,1957,0.1,0.1
1,1,1913,1913,0.1,0.1
3,3,1918,1918,2.0,4.0
1,1,1914,1914,0.2,0.2
1,1,1973,1973,6.95,6.95
1,1,1920,1920,0.3,0.3
18,18,1889,1919,0.4,0.4
16,17,1892,1914,0.15,0.4
1,1,1900,1900,0.2,0.2
1,1,1899,1899,1.0,1.0
1,1,1962,1962,0.15,0.15
1,1,1958,1958,1.1,1.1
1,1,1913,1913,0.5,1.0
3,3,1914,1917,0.35,50.0
1,1,1864,1864,1.75,1.75
1,1,1958,1958,1.5,2.5
15,16,1895,1901,0.25,0.25
2,2,1912,1914,0.3,0.5
1,1,1954,1954,1.35,1.35
1,1,1989,1989,1.0,1.0
1,1,1961,1961,2.75,2.75
1,1,1913,1913,0.25,0.25
25,33,1917,1917,3.5,4.0
1,1,1907,1907,0.4,0.75
1,1,1917,1917,0.9,0.9
1,1,1969,1969,3.25,6.5
1,1,1917,1917,0.45,0.45
1,1,1946,1946,0.15,0.25
2,2,1913,1914,0.4,0.75
2,2,1900,1901,0.25,0.25
1,1,1917,1917,1.0,1.0
1,1,1918,1918,1.25,2.5
1,1,1906,1906,0.35,0.6
17,17,1896,1946,0.35,0.65
1,1,1918,1918,1.6,1.6
2,2,1897,1900,2.0,3.0
1,1,1917,1917,0.2,0.2
1,1,1946,1946,2.25,2.25
1,1,1900,1900,0.25,0.25
2,2,1895,1907,0.5,0.5
3,3,1906,1906,0.4,0.7
1,1,1949,1949,0.35,0.35
1,1,1948,1948,2.5,4.5
1,1,1915,1915,0.2,0.2
1,1,1917,1917,0.5,0.5
1,1,1957,1957,0.6,0.6
1,1,1962,1962,2.85,2.85
1,1,1917,1917,1.0,1.0
70,72,1900,1985,0.05,3.75
1,2,1917,1917,0.6,0.6
1,1,1900,1900,0.4,0.4
1,1,1940,1940,0.15,0.15
1,1,1962,1962,0.5,0.5
2,2,1939,1952,0.35,0.9
1,2,1917,1917,0.25,0.25
2,2,1945,1957,1.0,1.6
1,1,1913,1913,0.6,0.6
1,1,1866,1866,2.0,2.0
1,1,1938,1938,0.2,0.2
1,1,2012,2012,33.0,33.0
1,1,1900,1900,1.0,1.0
1,1,1917,1917,0.15,0.2
2,1,1851,1851,1.5,1.5
1,0,1851,1851,2.0,2.0
1,1,1963,1963,1.85,1.85
1,1,1955,1955,0.5,0.5
1,1,1985,1985,16.5,16.5
1,1,1919,1919,0.8,0.8
1,1,1998,1998,1.75,1.75
2,2,1906,1906,0.4,0.75
13,13,1898,1906,0.8,2.5
1,1,1900,1900,0.4,0.4
1,1,1917,1917,0.6,0.6
1,1,1901,1901,2.0,4.0
1,1,1995,1995,22.5,22.5
1,1,1918,1918,0.8,12.5
1,1,1918,1918,0.2,0.2
2,2,1901,1907,0.3,0.3
4,4,1881,1900,0.4,0.4
1,1,1961,1961,1.35,2.45
3,3,1959,1964,0.8,0.8
1,1,1913,1913,0.5,0.5
10,10,1898,1905,0.35,80.0
1,1,1957,1957,1.2,1.2
1,1,1913,1913,0.15,0.15
1,2,1917,1917,0.55,0.55
1,1,1901,1901,0.75,15.5
1,1,1957,1957,0.8,0.8
1,1,1939,1939,1.35,1.35
3,3,1914,1914,0.9,1.05
7,8,1913,1914,0.45,0.45
1,1,1985,1985,3.75,6.95
1,1,1901,1901,2.0,4.0
1,1,1913,1913,0.4,0.4
1,1,1917,1917,0.25,0.25
1,1,1914,1914,0.75,0.75
2,2,1917,1917,0.5,0.5
4,4,1900,1933,0.3,1.0
3,3,1914,1917,0.25,0.25
1,1,1914,1914,0.1,0.1
8,8,1899,1917,0.75,2.75
1,1,1913,1913,70.0,70.0
10,10,1887,1958,0.15,0.2
1,1,1899,1899,0.3,0.3
1,1,1949,1949,1.6,1.6
1,1,1953,1953,0.25,0.25
1,1,1918,1918,0.6,1.0
1,1,1986,1986,15.95,15.95
1,1,1900,1900,0.1,0.1
1,1,1961,1961,1.6,1.6
2,2,1954,1981,0.75,3.5
1,1,1969,1969,1.75,1.75
1,1,1913,1913,225.0,225.0
1,1,1957,1957,2.5,3.25
1,1,1943,1943,0.45,0.45
1,1,1917,1917,0.75,0.75
1,1,1998,1998,11.95,11.95
1,1,1917,1917,0.5,0.5
21,22,1900,1970,0.2,35.0
25,25,1896,1917,0.5,1.25
2,2,1944,1944,0.35,0.35
1,1,1972,1972,0.55,0.55
1,1,1913,1913,0.1,0.1
1,1,1920,1920,0.8,0.8
1,1,1917,1917,0.5,0.5
1,1,1917,1917,0.2,0.2
10,10,1907,1959,0.75,1.0
1,1,1913,1913,0.1,0.1
17,21,1913,1933,0.05,5.0
1,1,1917,1917,0.9,0.9
1,1,1914,1914,0.25,0.25
1,1,1933,1933,0.55,0.55
4,4,1913,1914,0.15,0.15
1,1,1912,1915,0.25,0.25
1,1,1914,1914,0.6,0.6
2,2,1900,1900,0.15,1.5
2,2,1914,1914,0.4,0.4
1,1,1918,1918,0.2,0.4
1,1,1950,1950,0.3,0.3
1,1,1987,1987,0.95,1.25
1,1,1969,1969,1.75,1.75
1,1,1948,1948,0.75,0.75
1,1,1893,1893,1.75,3.5
1,1,1901,1901,1.0,2.0
1,1,1959,1959,2.0,3.5
1,1,1900,1900,0.15,0.15
1,1,1948,1948,0.7,0.7
5,5,1900,1901,0.2,15.0
3,3,1905,1973,0.25,0.4
3,3,1949,1959,0.45,5.0
1,1,1957,1957,1.0,1.0
1,1,1917,1917,0.35,0.35
1,1,1916,1916,1.7,1.7
1,1,1918,1918,0.85,0.85
1,1,1917,1917,0.25,0.25
1,1,1901,1901,0.15,0.25
1,1,1918,1918,1.5,1.5
1,1,1900,1900,2.0,3.75
1,1,1901,1901,0.2,0.2
57,58,1881,1928,0.15,0.4
3,5,1901,1918,0.75,1.4
1,1,1918,1918,0.65,10.25
1,1,1900,1900,1.25,2.5
1,1,1920,1920,0.1,0.1
2,2,1939,1940,0.4,0.4
1,1,1961,1961,0.75,0.75
1,1,1917,1917,0.4,0.4
1,1,1957,1957,5.0,5.0
1,1,1995,1995,6.25,6.25
3,3,1900,1940,0.4,0.4
1,1,1944,1944,0.55,0.85
3,3,1913,1917,0.4,0.6
4,4,1921,1957,0.2,0.2
1,1,1914,1914,0.3,0.3
4,4,1912,1917,0.4,0.6
4,4,1913,1914,0.65,0.75
1,1,1900,1900,40.0,40.0
1,1,1940,1940,1.05,1.05
4,4,1901,1901,0.5,1.0
1,1,2000,2000,3.75,3.75
1,1,1961,1961,2.9,2.9
6,6,1913,1914,0.5,0.6
6,6,1900,1914,0.15,0.45
1,1,1919,1919,0.55,0.55
1,1,1917,1917,0.05,0.05
1,2,1914,1914,0.45,0.55
1,1,1985,1985,4.95,4.95
1,1,1917,1917,0.6,0.6
12,12,1899,1906,0.1,0.2
1,1,1943,1943,0.5,0.5
1,1,1914,1914,0.4,0.4
1,1,1987,1987,19.95,19.95
1,1,1962,1962,1.5,1.5
1,1,1915,1915,0.15,0.15
1,1,1985,1985,4.5,4.5
2,2,1901,1907,0.15,0.2
1,1,1914,1914,0.25,0.25
1,1,1900,1900,0.4,0.4
3,3,1941,1953,0.15,0.25
1,1,1987,1987,4.75,4.75
1,1,1900,1900,0.05,0.05
1,1,1900,1900,1.6,3.0
1,1,1901,1901,0.2,0.2
1,1,1917,1917,4.0,4.0
11,11,1899,1917,0.25,0.5
1,1,1900,1900,0.5,0.5
1,1,1961,1961,2.5,2.5
2,2,1917,1917,0.35,3.5
4,4,1917,1917,1.75,1.75
1,1,1979,1979,3.75,3.75
1,1,1900,1900,0.15,0.15
1,1,1975,1975,0.95,0.95
1,1,1948,1948,1.0,1.0
1,1,1987,1987,5.25,5.25
1,1,1915,1915,0.25,0.25
157,162,1889,1948,0.2,50.0
1,1,1915,1915,0.6,1.15
9,9,1918,1918,0.35,0.35
1,1,1941,1941,2.0,2.0
1,1,2012,2012,44.0,44.0
1,1,1989,1989,10.85,10.85
1,1,1906,1906,2.0,2.0
1,1,1947,1947,4.0,4.0
1,1,1914,1914,0.35,0.35
19,19,1865,1914,0.15,0.5
1,1,1987,1987,4.75,4.75
7,7,1916,1943,0.35,0.5
1,1,1900,1900,0.1,1.0
1,1,1900,1900,0.2,0.2
1,1,1943,1943,0.1,0.1
1,1,1882,1882,1.5,3.0
1,1,1950,1950,5.0,5.0
1,1,1915,1915,0.35,0.35
1,1,1914,1914,0.25,0.25
3,3,1913,1913,0.35,0.35
1,1,1892,1892,1.75,3.5
2,2,1906,1906,0.1,0.1
1,1,1914,1914,0.15,0.4
1,1,1937,1937,0.55,0.55
1,1,1955,1955,2.5,2.5
5,5,1918,1945,0.35,0.6
3,3,1919,1919,0.5,0.5
1,1,1977,1977,8.95,8.95
1,1,1918,1918,0.25,0.25
1,1,1852,1852,2.0,2.0
1,1,1900,1900,0.25,0.25
2,2,1955,1963,3.0,3.5
3,3,1855,1893,2.0,5.0
1,1,1934,1934,0.3,0.35
1,1,1951,1951,2.0,2.0
3,3,1900,1900,0.25,0.25
1,1,1918,1918,0.2,0.2
1,1,1917,1917,0.4,0.4
1,1,1891,1891,1.5,3.0
1,1,1906,1906,0.25,0.25
1,1,1901,1901,0.15,0.15
1,1,1914,1914,0.05,0.05
1,1,1941,1941,0.4,0.4
70,70,1892,1961,0.15,60.0
1,1,1891,1891,3.0,3.0
1,1,1967,1967,2.0,2.0
1,1,1987,1987,0.99,0.99
2,2,1900,1900,0.1,0.1
1,1,1900,1900,1.0,2.0
1,1,1900,1900,2.0,3.5
1,1,1943,1943,2.25,2.25
2,2,1984,1987,4.95,4.95
1,1,1961,1961,2.0,2.0
10,10,1900,1915,0.4,0.65
7,7,1900,1917,0.4,0.6
1,1,1939,1939,0.5,0.5
15,19,1894,1939,0.2,1.0
